arquitectura-img,myml-frontend
arquitectura-img,search-searchhtml
arquitectura-img,vip-frontend
auth-access_token_api,applications-api
auth-access_token_api,auth-loginapi
auth-access_token_api,search-searchhtml
auth-access_token_api,search-sessionapi
auth-access_token_api,users-varnish
auth-access_token_mongodb,f5-articulo
auth-access_token_mongodb,homes-frontend
auth-access_token_mongodb,search-searchhtml
auth-access_token_mongodb,vip-frontend
auth-accountrecovery_api,auth-access_token_api
auth-accountrecovery_api,auth-secondfactortoken
auth-accountrecovery_api,auth-smsapi
auth-accountrecovery_api,users-read
auth-accountrecovery_api,users-varnish
auth-accountrecoveryfrontend,auth-access_token_api
auth-accountrecoveryfrontend,auth-accountrecovery_api
auth-accountrecoveryfrontend,auth-fake_sites_api
auth-accountrecoveryfrontend,auth-loginapi
auth-accountrecoveryfrontend,auth-secondfactortoken
auth-accountrecoveryfrontend,email-read
auth-accountrecoveryfrontend,email-write
auth-accountrecoveryfrontend,sites-varnish
auth-accountrecoveryfrontend,users-read
auth-accountrecoveryfrontend,users-varnish
auth-authorizationfrontend,applications-api
auth-authorizationfrontend,auth-access_token_api
auth-authorizationfrontend,auth-loginapi
auth-authorizationfrontend,auth-secondfactortoken
auth-authorizationfrontend,sites-varnish
auth-authorizationfrontend,users-read
auth-authorizationfrontend,users-varnish
auth-backoffice,search-searchhtml
auth-backoffice,search-sessionapi
auth-fake_sites_frontend,auth-access_token_api
auth-fake_sites_frontend,auth-fake_sites_api
auth-fake_sites_frontend,auth-loginapi
auth-fake_sites_frontend,auth-loginfrontend
auth-fake_sites_frontend,f5-articulo
auth-fake_sites_frontend,homes-frontend
auth-fake_sites_frontend,mlstatic-pool
auth-fake_sites_frontend,search-searchhtml
auth-fake_sites_frontend,sites-varnish
auth-fake_sites_frontend,users-varnish
auth-fake_sites_frontend,vip-frontend
auth-loginapi,users-read
auth-loginapi,users-varnish
auth-loginfrontend,applications-api
auth-loginfrontend,auth-access_token_api
auth-loginfrontend,auth-accountrecovery_api
auth-loginfrontend,auth-loginapi
auth-loginfrontend,auth-secondfactortoken
auth-loginfrontend,search-searchhtml
auth-loginfrontend,sites-varnish
auth-loginfrontend,users-read
auth-loginfrontend,users-track
auth-loginfrontend,users-varnish
auth-mydata,auth-access_token_api
auth-mydata,auth-loginapi
auth-mydata,auth-secondfactortoken
auth-mydata,locations-varnish
auth-mydata,sites-varnish
auth-mydata,users-read
auth-mydata,users-varnish
auth-oauth_api,applications-api
auth-oauth_api,auth-access_token_api
auth-oauth_api,auth-backoffice
auth-oauth_api,auth-loginapi
auth-oauth_api,users-read
auth-oauth_api,users-varnish
auth-secondfactortoken_backend,users-varnish
auth-secondfactortoken_frontend,auth-access_token_api
auth-secondfactortoken_frontend,auth-loginapi
auth-secondfactortoken_frontend,auth-secondfactortoken
auth-secondfactortoken_frontend,sites-varnish
auth-secondfactortoken_frontend,users-varnish
auth-smsapi,auth-loginfrontend
auth-smsapi,f5-articulo
auth-smsapi,search-searchhtml
auth-smsapi,vip-frontend
bigdata-stream,search-searchhtml
bigdata-stream,search-sessionapi
billing-api,auth-access_token_api
billing-api,auth-backoffice
billing-api,feedback-api
billing-api,items-api
billing-api,orders-read
billing-api,payments-wrapper
billing-api,users-read
billing-api,users-varnish
billing-jobs,billing-api
billing-jobs,billing-search
billing-jobs,payments-pubsub
billing-search,auth-backoffice
bookmarks-api,auth-access_token_api
bookmarks-api,items-api
buyingflow-buyEqualsPayJob,f5-articulo
buyingflow-buyEqualsPayJob,homes-frontend
buyingflow-buyEqualsPayJob,search-searchhtml
buyingflow-buyEqualsPayJob,sites-varnish
buyingflow-buyEqualsPayJob,users-varnish
buyingflow-buyEqualsPayJob,users-write
buyingflow-buyEqualsPayJob,vip-frontend
buyingflow-frontend,auth-access_token_api
buyingflow-frontend,auth-loginapi
buyingflow-frontend,catalog-categoryAttributes
buyingflow-frontend,categories-read
buyingflow-frontend,checkout-gateway
buyingflow-frontend,email-write
buyingflow-frontend,fraud-ivsapi
buyingflow-frontend,fraud-scoringoff
buyingflow-frontend,items-api
buyingflow-frontend,locations-varnish
buyingflow-frontend,orders-paymentOptions_api
buyingflow-frontend,orders-read
buyingflow-frontend,orders-search
buyingflow-frontend,payments-card
buyingflow-frontend,payments-search
buyingflow-frontend,payments-wrapper
buyingflow-frontend,search-api
buyingflow-frontend,search-urlread
buyingflow-frontend,shipping-addresses
buyingflow-frontend,shipping-api
buyingflow-frontend,sites-varnish
buyingflow-frontend,users-read
buyingflow-frontend,users-track
buyingflow-frontend,users-varnish
buyingflow-frontend,users-write
cacique-cacique,cacique-pool
cacique-cacique,payments-search
cacique-graficos,metricas-totem
cacique-metricas,payments-search
cacique-metricas,st-totem
cacique-totem_frontend,metricas-totem
cacique-totem_frontend,st-recolector
cacique-totem_frontend,st-totem
catalog-categoryAttributes,auth-access_token_api
catalog-gps,items-api
catalog-navigation,categories-read
catalog-navigation,items-api
catalog-navigation,sites-varnish
catalog-navigation,users-read
categories-api,auth-access_token_api
categories-api,auth-backoffice
categories-api,sites-varnish
categories-dumper,categories-read
categories-dumper,locations-varnish
categories-dumper,search-urlread
categories-dumper,sites-varnish
categories-structureUpdate,items-api
checkout-frontend,auth-access_token_api
checkout-frontend,auth-loginapi
checkout-frontend,checkout-api
checkout-frontend,checkout-frontend
checkout-frontend,checkout-gateway
checkout-frontend,checkout-image
checkout-frontend,checkout-sandbox
checkout-frontend,checkout-varnish
checkout-frontend,email-read
checkout-frontend,email-write
checkout-frontend,fraud-ivsapi
checkout-frontend,fraud-scoringoff
checkout-frontend,locations-varnish
checkout-frontend,payments-card
checkout-frontend,payments-search
checkout-frontend,payments-wrapper
checkout-frontend,recurringpayment-pool
checkout-frontend,sites-varnish
checkout-frontend,users-read
checkout-frontend,users-varnish
checkout-frontend,users-write
classifieds-motors_prices_frontend,classifieds-motors_prices
classifieds-syifrontend,auth-access_token_api
classifieds-syifrontend,auth-loginapi
classifieds-syifrontend,catalog-categoryAttributes
classifieds-syifrontend,categories-read
classifieds-syifrontend,items-api
classifieds-syifrontend,locations-varnish
classifieds-syifrontend,sites-varnish
classifieds-syifrontend,users-read
classifieds-syifrontend,users-varnish
conciliador-apisub,f5-articulo
conciliador-apisub,homes-frontend
conciliador-apisub,search-searchhtml
conciliador-apisub,search-sessionapi
conciliador-apisub,vip-frontend
conciliador-jobs,account-pricing
conciliador-jobs,billing-api
conciliador-jobs,itsap-customer
conciliador-jobs,payments-wrapper
conciliador-jobs,users-varnish
crm-adapters,account-api
crm-adapters,auth-access_token_api
crm-adapters,auth-backoffice
crm-adapters,billing-api
crm-adapters,billing-search
crm-adapters,categories-read
crm-adapters,crm-adapters
crm-adapters,crm-api
crm-adapters,f5-articulo
crm-adapters,feedback-api
crm-adapters,fraud-listapi
crm-adapters,fraud-mediation
crm-adapters,fraud-scoringadminapi
crm-adapters,items-api
crm-adapters,locations-varnish
crm-adapters,mlstatic-pool
crm-adapters,myml-itemsqueries
crm-adapters,orders-read
crm-adapters,orders-search
crm-adapters,payments-search
crm-adapters,payments-wrapper
crm-adapters,prices-read
crm-adapters,search-api
crm-adapters,search-searchhtml
crm-adapters,shipping-api
crm-adapters,users-read
crm-adapters,users-varnish
crm-adapters,vip-frontend
crm-api,auth-access_token_api
crm-api,auth-backoffice
crm-api,billing-api
crm-api,crm-adapters
crm-api,crm-api
crm-api,feedback-api
crm-api,fraud-ivsapi
crm-api,items-api
crm-api,locations-varnish
crm-api,myml-itemsqueries
crm-api,payments-wrapper
crm-api,users-read
crm-api,users-varnish
crm-jobs,billing-api
crm-jobs,crm-adapters
crm-jobs,crm-api
crm-jobs,feedback-api
crm-jobs,payments-search
crm-jobs,users-read
crm-sso,auth-backoffice
crm-sso,auth-oauth_api
crm-ticketsSubscriber,crm-api
crm-workers,payments-pubsub
dba-mysql,f5-articulo
dba-mysql,homes-frontend
dba-mysql,search-searchhtml
dba-mysql,vip-frontend
dod-schedule,dod-api
dod-schedule,email-write
dod-schedule,locations-varnish
dod-schedule,sites-varnish
emails-api,locations-varnish
emails-api,sites-varnish
emails-api,users-read
feedback-api,auth-access_token_api
feedback-api,auth-backoffice
feedback-api,items-api
feedback-wrapperApi,auth-access_token_api
feedback-wrapperApi,orders-read
feeds-feeds,applications-api
feeds-feeds,auth-access_token_api
feeds-feeds,feeds-feeds
fraud-claim,auth-access_token_api
fraud-claim,auth-backoffice
fraud-claim,billing-api
fraud-claim,fraud-mediation
fraud-claim,orders-read
fraud-claim,payments-wrapper
fraud-claim,users-varnish
fraud-cross,auth-backoffice
fraud-cross,search-searchhtml
fraud-cross,search-sessionapi
fraud-crossConsumer,f5-articulo
fraud-crossConsumer,fraud-crossesbackb
fraud-crossConsumer,fraud-crossesbackh
fraud-crossConsumer,fraud-crossesv2b
fraud-crossConsumer,fraud-crossesv2h
fraud-crossConsumer,search-sessionapi
fraud-crossConsumer,sites-varnish
fraud-crossConsumer,users-varnish
fraud-crossConsumer,vip-frontend
fraud-fraudListApi,auth-access_token_api
fraud-fraudListApi,auth-backoffice
fraud-ivsserviceapi,auth-loginapi
fraud-ivsserviceapi,f5-articulo
fraud-ivsserviceapi,search-searchhtml
fraud-ivsserviceapi,search-sessionapi
fraud-ivsserviceapi,users-read
fraud-ivsserviceapi,vip-frontend
fraud-ivsservicefront,auth-access_token_api
fraud-ivsservicefront,auth-loginapi
fraud-ivsservicefront,cards-pool
fraud-ivsservicefront,fraud-ivsapi
fraud-ivsservicefront,payments-search
fraud-ivsservicefront,sites-varnish
fraud-ivsservicefront,users-read
fraud-ivsservicefront,users-varnish
fraud-MlItems,items-api
fraud-MlItems,search-searchhtml
fraud-MlItems,vip-frontend
fraud-scoringadminapi,auth-access_token_api
fraud-scoringadminapi,auth-backoffice
fraud-scoringapi,categories-read
fraud-scoringapi,fraud-crossesv2b
fraud-scoringapi,fraud-crossesv2h
fraud-scoringapi,fraud-listapi
fraud-scoringapi,fraud-scoringoff
fraud-scoringapi,fraud-scoringspn
fraud-scoringapi,items-api
fraud-scoringapi,payments-search
fraud-scoringapi,payments-wrapper
fraud-scoringapi,questions-api
fraud-scoringapi,sites-varnish
fraud-scoringapi,users-read
fraud-scoringapi,users-restriction
fraud-scoringapi,users-varnish
fraud-scoringapi,vip-frontend
fraud-scoringjobs,crm-api
fraud-scoringjobs,email-read
fraud-scoringjobs,fraud-crossconsumer
fraud-scoringjobs,fraud-crossesbackb
fraud-scoringjobs,fraud-crossesbackh
fraud-scoringjobs,fraud-crossesv2b
fraud-scoringjobs,fraud-crossesv2h
fraud-scoringjobs,fraud-scoringoff
fraud-scoringjobs,sites-varnish
fraud-scoringjobs,users-read
fraud-scoringjobs,users-varnish
fraud-scoringoff,categories-read
fraud-scoringoff,crm-api
fraud-scoringoff,fraud-listapi
fraud-scoringoff,items-api
fraud-scoringoff,orders-read
fraud-scoringoff,payments-search
fraud-scoringoff,sites-varnish
fraud-scoringoff,users-read
fraud-scoringoff,users-restriction
fraud-scoringoff,users-varnish
fraud-validationservice,auth-access_token_api
fraud-validationservice,auth-loginapi
fraud-validationservice,crm-api
fraud-validationservice,fraud-ivsapi
fraud-validationservice,fraud-validationserviceapi
fraud-validationservice,sites-varnish
fraud-validationservice,users-read
fraud-validationservice,users-varnish
fraud-validationserviceapi,billing-api
fraud-validationserviceapi,crm-api
fraud-validationserviceapi,social-api
fraud-validationserviceapi,users-varnish
gateway-apibackoffice,auth-access_token_api
gateway-apibackoffice,auth-backoffice
gateway-apiinternalcards,users-read
gateway-monitorfrontend,payments-search
hadoop-melidoop,f5-articulo
hadoop-melidoop,search-searchhtml
hadoop-melidoop,vip-frontend
homes-api,auth-access_token_api
homes-api,categories-read
homes-api,items-api
homes-api,search-api
homes-api,sites-varnish
homes-frontend,auth-access_token_api
homes-frontend,auth-loginapi
homes-frontend,billing-api
homes-frontend,catalog-api
homes-frontend,catalog-navigation
homes-frontend,categories-read
homes-frontend,categories-recommendations
homes-frontend,dod-api
homes-frontend,homes-api
homes-frontend,homes-frontend
homes-frontend,items-api
homes-frontend,locations-varnish
homes-frontend,orders-search
homes-frontend,payments-wrapper
homes-frontend,questions-api
homes-frontend,search-api
homes-frontend,search-searchhtml
homes-frontend,search-urlread
homes-frontend,sites-varnish
homes-frontend,users-read
homes-frontend,users-varnish
irecognition-imageprocessing,imagefront-web
irecognition-imageprocessing,items-api
items-api,auth-access_token_api
items-api,auth-backoffice
items-api,auth-loginfrontend
items-api,billing-api
items-api,catalog-api
items-api,catalog-categoryAttributes
items-api,categories-read
items-api,feeds-feeds
items-api,homes-frontend
items-api,locations-varnish
items-api,mlstatic-pool
items-api,prices-read
items-api,questions-api
items-api,search-searchhtml
items-api,shipping-addresses
items-api,sites-varnish
items-api,users-read
items-api,vip-frontend
items-visits,items-api
itsap-interface,billing-api
itsap-interface,crm-adapters
itsap-interface,email-write
itsap-interface,users-read
locations-api,auth-access_token_api
mclics-adminsearch,homes-frontend
mclics-adminsearch,mclics-adminsearch
mclics-adminsearch,search-sessionapi
mclics-adsearch,mclics-adsdelivery
mclics-adsearch,mclics-jerseyapi
mclics-frontend,auth-access_token_api
mclics-frontend,auth-loginapi
mclics-frontend,categories-read
mclics-frontend,items-api
mclics-frontend,locations-varnish
mclics-frontend,mclics-jerseyapi
mclics-frontend,sites-varnish
mclics-frontend,users-read
mclics-frontend,users-varnish
mclics-labs,st-totem
melicard-frontend,auth-access_token_api
melicard-frontend,sites-varnish
melicard-frontend,users-varnish
melipayments-rpApi,auth-backoffice
melipayments-rpApi,users-varnish
melipayments-rpJobs,billing-api
melipayments-rpJobs,email-write
melipayments-rpJobs,payments-search
melipayments-rpJobs,payments-wrapper
melipayments-rpJobs,users-varnish
melipayments-rpPaymentsSubscriber,cards-pool
melipayments-rpPaymentsSubscriber,payments-wrapper
messages-api,moderations-pool
messages-api,users-read
messages-feed_consumer,users-read
messages-feed_consumer,users-write
messages-smtp_processor_server,users-read
messages-sqs,email-write
messages-sqs,messages-api
messages-sqs,moderations-pool
messages-sqs,sites-varnish
messages-sqs,users-read
mktimgs-lamp,search-api
moderations-jobs,moderations-api
moderations-jobs,moderations-pool
mpsitetool-apicho,auth-access_token_api
mpsitetool-apicho,payments-wrapper
mpsitetool-apicho,recurringpayment-pool
mpsitetool-apicho,sites-varnish
mpsitetool-apicho,users-read
mpsitetool-apicho,users-varnish
mpsitetool-devsite,locations-varnish
mpsitetool-mpreg,auth-access_token_api
mpsitetool-mpreg,auth-loginapi
mpsitetool-mpreg,locations-varnish
mpsitetool-mpreg,sites-varnish
mpsitetool-mpreg,users-read
mpsitetool-mpreg,users-varnish
mpsitetool-mpreg,users-write
mpsitetool-tools,applications-api
mpsitetool-tools,auth-access_token_api
mpsitetool-tools,auth-loginapi
mpsitetool-tools,checkout-api
mpsitetool-tools,payments-ipn
mpsitetool-tools,payments-search
mpsitetool-tools,payments-wrapper
mpsitetool-tools,sites-varnish
mpsitetool-tools,users-read
mpsitetool-tools,users-varnish
mpsitetool-tools,users-write
mshops-frontends,auth-loginapi
mshops-frontends,items-api
mshops-frontends,locations-varnish
mshops-frontends,mclics-jerseyapi
mshops-frontends,myml-itemsqueries
mshops-frontends,prices-read
mshops-frontends,sites-varnish
mshops-frontends,users-read
mshops-frontends,users-write
mshops-jobs,categories-read
mshops-jobs,items-api
mshops-jobs,sites-varnish
myml-frontend,auth-access_token_api
myml-frontend,auth-loginapi
myml-frontend,auth-loginfrontend
myml-frontend,billing-api
myml-frontend,catalog-categoryAttributes
myml-frontend,categories-read
myml-frontend,f5-articulo
myml-frontend,homes-frontend
myml-frontend,items-api
myml-frontend,items-visits
myml-frontend,locations-varnish
myml-frontend,mlstatic-pool
myml-frontend,myml-itemsqueries
myml-frontend,prices-read
myml-frontend,questions-api
myml-frontend,search-searchhtml
myml-frontend,sites-varnish
myml-frontend,users-read
myml-frontend,users-varnish
myml-frontend,vip-frontend
myml-itemsqueries,auth-access_token_api
myml-itemsqueries,auth-backoffice
myml-itemsqueries,items-api
myml-itemsqueries,sites-varnish
myml-menu,f5-articulo
myml-menu,homes-frontend
myml-menu,locations-varnish
myml-menu,search-searchhtml
myml-menu,search-sessionapi
myml-menu,sites-varnish
myml-menu,users-read
myml-menu,vip-frontend
myml-menuapi,locations-varnish
myml-menuapi,sites-varnish
myml-menuapi,users-read
myml-menuapi,users-varnish
myml-questions,auth-access_token_api
myml-questions,auth-loginapi
myml-questions,auth-loginfrontend
myml-questions,categories-read
myml-questions,f5-articulo
myml-questions,items-api
myml-questions,mlstatic-pool
myml-questions,prices-read
myml-questions,questions-api
myml-questions,search-searchhtml
myml-questions,sites-varnish
myml-questions,users-read
myml-questions,users-varnish
myml-questions,vip-frontend
myml-sales,auth-access_token_api
myml-sales,auth-loginapi
myml-sales,feedback-wrapperapi
myml-sales,myml-menu
myml-sales,myml-questions
myml-sales,orders-read
myml-sales,orders-search
myml-sales,questions-api
myml-sales,sites-varnish
myml-sales,users-read
myml-sales,users-varnish
myml-salesfeed,feeds-feeds
odr-jobs,fraud-scoringoff
odr-jobs,orders-read
odr-jobs,orders-search
odr-jobs,users-varnish
orders-api,auth-access_token_api
orders-api,auth-backoffice
orders-api,categories-read
orders-api,items-api
orders-api,payments-wrapper
orders-api,search-searchhtml
orders-api,search-sessionapi
orders-api,sites-varnish
orders-api,users-read
orders-api,users-track
orders-feed,items-api
orders-feed,users-read
orders-jobs,orders-internal
orders-notifications,email-write
orders-notifications,items-api
orders-notifications,orders-read
orders-notifications,payments-wrapper
orders-notifications,search-urlread
orders-notifications,shipping-addresses
orders-notifications,shipping-api
orders-notifications,sites-varnish
orders-notifications,users-read
orders-search,auth-access_token_api
orders-search,auth-backoffice
orders-search,search-searchhtml
payments-api,account-pricing
payments-api,applications-api
payments-api,auth-access_token_api
payments-api,auth-backoffice
payments-api,cards-pool
payments-api,checkout-gateway
payments-api,crm-api
payments-api,fraud-ivsapi
payments-api,fraud-listapi
payments-api,fraud-scoringadminapi
payments-api,fraud-scoringapi
payments-api,orders-read
payments-api,payments-pubsub
payments-api,payments-wrapper
payments-api,search-searchhtml
payments-api,shipping-addresses
payments-api,sites-varnish
payments-api,users-read
payments-api,users-restriction
payments-api,users-varnish
payments-extra_data,conciliador-apisub
payments-extra_data,search-searchhtml
payments-extra_data,search-sessionapi
payments-frontend,payments-wrapper
payments-frontend,shipping-addresses
payments-frontend,users-read
payments-ipn,auth-access_token_api
payments-ipn,auth-backoffice
payments-ipn,payments-search
payments-ipn,payments-wrapper
payments-ipn,users-read
payments-ipn,users-varnish
payments-ipn_ow,auth-access_token_api
payments-ipn_ow,auth-backoffice
payments-ipn_ow,f5-articulo
payments-ipn_ow,homes-frontend
payments-ipn_ow,payments-search
payments-ipn_ow,search-searchhtml
payments-ipn_ow,vip-frontend
payments-search,auth-access_token_api
payments-search,auth-backoffice
payments-search,auth-loginfrontend
payments-search,f5-articulo
payments-search,homes-frontend
payments-search,payments-search
payments-search,payments-wrapper
payments-search,search-searchhtml
payments-search,search-sessionapi
payments-search,vip-frontend
payments-subscriber_search,payments-search
payments-subscriber_search,payments-wrapper
payments-tickets,homes-frontend
payments-tickets,orders-read
payments-tickets,payments-wrapper
payments-tickets,sites-varnish
prices-api,auth-access_token_api
prices-api,categories-read
prices-api,items-api
prices-api,promotionpacks-read
prices-api,sites-varnish
prices-api,users-read
promotionpacks-api,auth-access_token_api
promotionpacks-api,categories-read
promotionpacks-api,items-api
questions-api,auth-access_token_api
questions-api,categories-read
questions-api,items-api
questions-api,users-read
questions-emails,auth-loginapi
questions-emails,categories-read
questions-emails,email-write
questions-emails,items-api
questions-emails,locations-varnish
questions-emails,sites-varnish
questions-emails,users-read
questions-feed,feeds-feeds
questions-notifications,auth-access_token_api
questions-notifications,questions-api
questions-notifications,users-varnish
recommendations-categories,f5-articulo
recommendations-categories,homes-frontend
recommendations-categories,search-api
recommendations-categories,search-searchhtml
recommendations-categories,search-sessionapi
recommendations-categories,users-read
recommendations-categories,vip-frontend
recurringpayment-api,checkout-api
recurringpayment-api,f5-articulo
recurringpayment-api,locations-varnish
recurringpayment-api,payments-wrapper
recurringpayment-api,search-sessionapi
recurringpayment-api,sites-varnish
recurringpayment-api,users-varnish
recurringpayment-api,vip-frontend
recurringpayment-jobs,checkout-api
recurringpayment-jobs,feeds-feeds
recurringpayment-jobs,locations-varnish
recurringpayment-jobs,payments-wrapper
recurringpayment-jobs,sites-varnish
recurringpayment-jobs,users-read
recurringpayment-jobs,users-varnish
recurringpayment-subscriptor,recurringpayment-pool
search-api,auth-access_token_api
search-api,catalog-api
search-api,categories-read
search-api,f5-articulo
search-api,homes-frontend
search-api,locations-varnish
search-api,payments-wrapper
search-api,search-backend
search-api,search-searchhtml
search-api,search-sessionapi
search-api,sites-varnish
search-api,vip-frontend
search-config_api,categories-read
search-frontend,catalog-api
search-frontend,categories-read
search-frontend,f5-articulo
search-frontend,homes-frontend
search-frontend,locations-varnish
search-frontend,mclics-adsdelivery
search-frontend,mlstatic-pool
search-frontend,related-searches
search-frontend,search-api
search-frontend,search-config
search-frontend,search-searchhtml
search-frontend,search-sessionapi
search-frontend,sites-varnish
search-frontend,vip-frontend
search-jobs,items-api
search-url_api,locations-varnish
search-url_api,sites-varnish
sell-resell,auth-access_token_api
sell-resell,auth-loginapi
sell-resell,catalog-categoryAttributes
sell-resell,categories-read
sell-resell,items-api
sell-resell,locations-varnish
sell-resell,payments-wrapper
sell-resell,prices-read
sell-resell,promotionpacks-read
sell-resell,sites-varnish
sell-resell,users-read
sell-resell,users-varnish
sell-resell,users-write
sell-syi,auth-access_token_api
sell-syi,auth-loginapi
sell-syi,catalog-api
sell-syi,catalog-categoryAttributes
sell-syi,categories-read
sell-syi,fraud-scoringoff
sell-syi,items-api
sell-syi,locations-varnish
sell-syi,payments-wrapper
sell-syi,prices-read
sell-syi,promotionpacks-read
sell-syi,sites-varnish
sell-syi,users-read
sell-syi,users-varnish
sell-syi,users-write
servicesclassified-frontend,auth-access_token_api
servicesclassified-frontend,auth-loginapi
servicesclassified-frontend,categories-read
servicesclassified-frontend,items-api
servicesclassified-frontend,locations-varnish
servicesclassified-frontend,prices-read
servicesclassified-frontend,sites-varnish
servicesclassified-frontend,users-read
servicesclassified-frontend,users-varnish
shipping-api,auth-access_token_api
shipping-api,auth-backoffice
shipping-api,categories-dumper
shipping-api,categories-read
shipping-api,items-api
shipping-api,locations-varnish
shipping-api,orders-read
shipping-api,payments-wrapper
shipping-api,shipping-addresses
shipping-api,sites-varnish
shipping-api,users-read
shipping-api,users-varnish
shipping-frontend,auth-access_token_api
shipping-frontend,auth-loginapi
shipping-frontend,items-api
shipping-frontend,orders-read
shipping-frontend,payments-search
shipping-frontend,shipping-api
shipping-frontend,sites-varnish
shipping-frontend,users-read
shipping-frontend,users-varnish
shipping-jobs,categories-read
shipping-jobs,items-api
shipping-jobs,locations-varnish
shipping-jobs,orders-read
shipping-jobs,payments-wrapper
shipping-jobs,shipping-addresses
shipping-jobs,sites-varnish
shipping-jobs,users-varnish
sitemaps-job,f5-articulo
sitemaps-job,homes-frontend
sitemaps-job,items-api
sitemaps-job,search-searchhtml
sitemaps-job,search-sessionapi
sitemaps-job,sites-varnish
sitemaps-job,vip-frontend
sites-api,auth-access_token_api
sites-api,categories-read
sites-api,locations-varnish
social-api,auth-access_token_api
social-api,homes-frontend
social-api,locations-varnish
social-api,search-searchhtml
social-api,search-sessionapi
social-frontend,auth-access_token_api
social-frontend,auth-loginapi
social-frontend,categories-read
social-frontend,items-api
social-frontend,locations-varnish
social-frontend,sites-varnish
social-frontend,social-api
social-frontend,users-read
social-frontend,users-varnish
streaming-api,users-varnish
traffic-registration,auth-access_token_api
traffic-registration,auth-loginapi
traffic-registration,catalog-categoryAttributes
traffic-registration,email-write
traffic-registration,fraud-scoringoff
traffic-registration,items-api
traffic-registration,locations-varnish
traffic-registration,questions-api
traffic-registration,sites-varnish
traffic-registration,users-read
traffic-registration,users-varnish
traffic-registration,users-write
users-api,auth-access_token_api
users-api,auth-backoffice
users-api,auth-loginfrontend
users-api,f5-articulo
users-api,homes-frontend
users-api,items-api
users-api,locations-varnish
users-api,search-searchhtml
users-api,search-sessionapi
users-api,sites-varnish
users-api,vip-frontend
vip-categoriesDumper,categories-read
vip-categoriesDumper,locations-varnish
vip-categoriesDumper,search-urlread
vip-categoriesDumper,sites-varnish
vip-frontend,auth-access_token_api
